address,borough,unitsres
253 DEVOE STREET,BK,7
880 METROPOLITAN AVENUE,BK,7
892 METROPOLITAN AVENUE,BK,4
237 DEVOE STREET,BK,6
128 HURON STREET,BK,7
198A KENT ST,BK,5
113 FATHER ZEISER PLACE,BX,8
2538 GRAND AVENUE,BX,8
3 SUTTON STREET,BK,6
280 NASSAU AVENUE,BK,7
116 INDIA STREET,BK,7
114 INDIA STREET,BK,8
138 HURON STREET,BK,6
174 SKILLMAN AVENUE,BK,7
178 SKILLMAN AVENUE,BK,7
173 CONSELYEA STREET,BK,10
142 SKILLMAN AVENUE,BK,8
190 CONSELYEA STREET,BK,7
75-46 113 STREET,QN,8
75-31 113 STREET,QN,8
75-44 113 STREET,QN,8
75-48 113 STREET,QN,8
287 GRAND STREET,BK,5
777 DRIGGS AVENUE,BK,8
128 SCHOLES STREET,BK,8
94 SCHOLES STREET,BK,8
139 MESEROLE STREET,BK,8
718 59 STREET,BK,3
158 MANHATTAN AVENUE,BK,8
127 MESEROLE STREET,BK,8
160 MANHATTAN AVENUE,BK,8
100 SCHOLES STREET,BK,8
102 SCHOLES STREET,BK,8
92 SCHOLES STREET,BK,7
274 JEFFERSON STREET,BK,8
550 METROPOLITAN AVENUE,BK,9
37 POWERS STREET,BK,8
113 LORIMER STREET,BK,4
87 LORIMER STREET,BK,4
118 MIDDLETON STREET,BK,4
403 MARCY AVENUE,BK,4
89 LORIMER STREET,BK,4
122 MIDDLETON STREET,BK,4
317 SOUTH 4 STREET,BK,4
125 SOUTH 1 STREET,BK,4
40 MAUJER STREET,BK,8
19 TEN EYCK STREET,BK,4
29 TEN EYCK STREET,BK,4
27 TEN EYCK STREET,BK,4
433 LORIMER STREET,BK,8
46 MAUJER STREET,BK,7
26 MAUJER STREET,BK,4
42 MAUJER STREET,BK,8
95 CENTRAL AVENUE,BK,7
37 WILSON AVENUE,BK,8
25-38 37 STREET,QN,8
24-52 38 STREET,QN,8
367 UNION AVENUE,BK,7
38-03 31 STREET,QN,9
38-12 32 STREET,QN,10
404 GRAND STREET,BK,5
293 GRAHAM AVENUE,BK,5
226 AINSLIE STREET,BK,8
37 MONTROSE AVENUE,BK,10
38 SCHOLES STREET,BK,8
42 MESEROLE STREET,BK,6
21 SCHOLES STREET,BK,4
29 MESEROLE STREET,BK,8
42 SCHOLES STREET,BK,7
46 MESEROLE STREET,BK,7
36 SCHOLES STREET,BK,8
322 GRAHAM AVENUE,BK,10
302 GRAHAM AVENUE,BK,10
764 METROPOLITAN AVENUE,BK,10
4 MONITOR STREET,BK,8
93 KINGSLAND AVENUE,BK,7
77 KINGSLAND AVE,BK,7
220 RICHARDSON STREET,BK,7
240 RICHARDSON STREET,BK,7
441 GRAHAM AVENUE,BK,8
12 MESEROLE STREET,BK,7
81 STARR STREET,BK,8
392 WALLABOUT STREET,BK,3
80 THROOP AVENUE,BK,3
3531 EASTCHESTER ROAD,BX,4
78 THROOP AVENUE,BK,3
196 MIDDLETON STREET,BK,10
 GERRY STREET,BK,4
74 UNION AVENUE,BK,4
390 WALLABOUT STREET,BK,3
135 CONSELYEA STREET,BK,7
59 CONSELYEA STREET,BK,12
99 CONSELYEA STREET,BK,6
63 CONSELYEA STREET,BK,12
61 CONSELYEA STREET,BK,12
502 LEONARD STREET,BK,8
498 LEONARD STREET,BK,8
396 SOUTH 5 STREET,BK,8
951 GRAND STREET,BK,7
180 CONSELYEA STREET,BK,7
5 SUTTON STREET,BK,6
661 MEEKER AVENUE,BK,7
669 MEEKER AVENUE,BK,9
166 KINGSLAND AVENUE,BK,8
75 KINGSLAND AVENUE,BK,8
180 NASSAU AVENUE,BK,3
311 DIVISION AVENUE,BK,4
413 MANHATTAN AVENUE,BK,10
417 MANHATTAN AVENUE,BK,10
415 MANHATTAN AVENUE,BK,9
108 FROST STREET,BK,10
368 LEONARD STREET,BK,10
366 LEONARD STREET,BK,10
383 MANHATTAN AVENUE,BK,6
390 LEONARD STREET,BK,10
11 ORIENT AVENUE,BK,7
17 KINGSLAND AVENUE,BK,8
68 MASPETH AVENUE,BK,8
66 MASPETH AVENUE,BK,8
253 SKILLMAN AVENUE,BK,8
255 SKILLMAN AVENUE,BK,8
9 ORIENT AVENUE,BK,7
64 MASPETH AVENUE,BK,8
52 MASPETH AVENUE,BK,7
55 MASPETH AVENUE,BK,6
28 NEWEL STREET,BK,7
151 FROST STREET,BK,4
443 GRAHAM AVENUE,BK,10
174 RICHARDSON STREET,BK,3
3212 OLINVILLE AVENUE,BX,8
527 LEONARD STREET,BK,8
874 LORIMER STREET,BK,7
167 MALCOLM X BOULEVARD,BK,10
196 WALWORTH STREET,BK,5
2838 WEST 15 STREET,BK,7
218 BAINBRIDGE STREET,BK,8
272 CHAUNCEY STREET,BK,7
5-26 47 AVE,QN,6
5-30 47TH AVE,QN,6
211 KINGSLAND AVENUE,BK,7
31-56 37 STREET,QN,6
163 NEWEL STREET,BK,7
187 MCGUINNESS BOULEVARD,BK,3
94 NORMAN AVENUE,BK,10
3312 DECATUR AVENUE,BX,7
 PARKSIDE PLACE,BX,8
30-14 33 STREET,QN,7
30-18 33 STREET,QN,8
28-29 35 STREET,QN,8
277 EAST 7 STREET,MN,6
945 FTELEY AVENUE,BX,8
943 FTELEY AVENUE,BX,7
947 FTELEY AVENUE,BX,10
2960 MARION AVENUE,BX,10
86-11 124 STREET,QN,3
86-13 124 STREET,QN,4
719 EAST 212 STREET,BX,8
3031 CRUGER AVENUE,BX,8
3033 CRUGER AVENUE,BX,8
3326 WHITE PLAINS ROAD,BX,8
23-11 31 STREET,QN,10
1108 DECATUR STREET,BK,8
33-43 UNION STREET,QN,3
228 WEST 116 STREET,MN,10
1539 CASTLE HILL AVENUE,BX,8
1471 AMSTERDAM AVENUE,MN,9
228 WEST 123 STREET,MN,3
80-12 JAMAICA AVENUE,QN,10
33-33 UNION STREET,QN,3
140-15 34 AVENUE,QN,3
92-16 101 AVENUE,QN,6
144-47 37 AVENUE,QN,8
90-22 161 STREET,QN,4
201 CHAUNCEY STREET,BK,6
1503 JEFFERSON AVENUE,BK,10
1530 PUTNAM AVENUE,BK,8
148-09 90 AVENUE,QN,10
169 HULL STREET,BK,8
948 HERKIMER STREET,BK,6
946 HERKIMER STREET,BK,6
954 HERKIMER STREET,BK,6
885 HERKIMER STREET,BK,7
891 HERKIMER STREET,BK,7
627 HALSEY STREET,BK,4
281 EVERGREEN AVENUE,BK,7
66 LINDEN STREET,BK,8
27 SCHAEFER STREET,BK,33
25 SCHAEFER STREET,BK,33
40 SCHAEFER STREET,BK,10
29 SCHAEFER STREET,BK,33
766 DECATUR STREET,BK,10
2546A WHITE PLAINS ROAD,BX,6
2913A CRUGER AVENUE,BX,4
314 KEAP STREET,BK,6
282 RODNEY STREET,BK,4
313 DIVISION AVENUE,BK,4
112 LEONARD STREET,BK,3
114 LEONARD STREET,BK,3
120 LEONARD STREET,BK,4
58 STAGG STREET,BK,8
145 LEONARD STREET,BK,9
125 LEONARD STREET,BK,8
118 LEONARD STREET,BK,4
116 WALTON STREET,BK,5
47 THROOP AVENUE,BK,4
1627 PACIFIC STREET,BK,7
1629 PACIFIC STREET,BK,8
84 CHAUNCEY STREET,BK,7
419 HERKIMER STREET,BK,8
25-83 35 STREET,QN,7
36-04 28 AVENUE,QN,10
35-09 28 AVENUE,QN,7
1204 ST MARKS AVENUE,BK,8
1431 PARK PLACE,BK,8
1433 PARK PLACE,BK,8
1540 PARK PLACE,BK,10
26-46 30 STREET,QN,7
26-28 30 STREET,QN,8
26-48 30 STREET,QN,7
26-26 30 STREET,QN,8
1356 DEKALB AVENUE,BK,8
37 ELDERT STREET,BK,3
37 COVERT STREET,BK,8
31 SCHAEFER STREET,BK,33
1607 PACIFIC STREET,BK,8
1631 PACIFIC STREET,BK,7
427 THROOP AVENUE,BK,6
686 MAC DONOUGH STREET,BK,6
836 MONROE STREET,BK,7
626 GREENE AVENUE,BK,6
 HUNTERFLY PLACE,BK,8
42 ROCHESTER AVENUE,BK,5
195 HERZL STREET,BK,8
726 MADISON STREET,BK,7
832 MONROE STREET,BK,7
90 MARION STREET,BK,7
88 MARION STREET,BK,8
49 ROCHESTER AVENUE,BK,7
24 SUYDAM PLACE,BK,4
1543 BERGEN STREET,BK,7
1668 DEAN STREET,BK,7
1666 DEAN STREET,BK,8
170 THOMAS S BOYLAND ST,BK,4
880 MACON STREET,BK,8
438 HERKIMER STREET,BK,8
1676 DEAN STREET,BK,8
103 SCHENECTADY AVENUE,BK,7
1545 BERGEN STREET,BK,8
1672 DEAN STREET,BK,8
1670 DEAN STREET,BK,5
1119 ST MARKS AVENUE,BK,8
1528 BERGEN STREET,BK,8
669 MAC DONOUGH STREET,BK,7
764 MACON STREET,BK,7
766 MACON STREET,BK,4
1764 UNION STREET,BK,17
3214 CRUGER AVENUE,BX,8
 BRONXWOOD AVENUE,BX,8
1738 PACIFIC STREET,BK,8
1740 PACIFIC STREET,BK,8
1690 PACIFIC STREET,BK,10
104-29 ALSTYNE AVENUE,QN,3
30 RICHARDSON STREET,BK,5
24 RICHARDSON STREET,BK,3
59 WITHERS STREET,BK,7
345 UNION AVENUE,BK,10
35-26 UNION STREET,QN,6
35-05 LEAVITT STREET,QN,4
35-28 UNION STREET,QN,6
35-03 LEAVITT STREET,QN,4
35-01 LEAVITT STREET,QN,4
35-09 LEAVITT STREET,QN,6
138-10 35 AVENUE,QN,8
136-18 CARLTON STREET,QN,3
136-22 35 AVENUE,QN,8
136-28 35 AVENUE,QN,7
35-20 LEAVITT STREET,QN,7
35-15 LINDEN PLACE,QN,8
136-26 35 AVENUE,QN,8
134-28 35 AVENUE,QN,3
134-26 35 AVENUE,QN,3
134-24 35 AVENUE,QN,3
136-07 35 AVENUE,QN,3
252 SOUTH 3 STREET,BK,3
254 SOUTH 3 STREET,BK,3
250 SOUTH 3 STREET,BK,3
66 MAUJER ST,BK,7
871 GRAND STREET,BK,12
290 POWERS STREET,BK,4
225 MAUJER STREET,BK,8
41-09 108 STREET,QN,8
41-11 108 STREET,QN,7
292 STOCKHOLM STREET,BK,8
303 STOCKHOLM STREET,BK,8
305 STOCKHOLM STREET,BK,8
1636 DEKALB AVENUE,BK,8
245 FROST STREET,BK,8
238 RICHARDSON STREET,BK,7
224 RICHARDSON STREET,BK,5
79 KINGSLAND AVENUE,BK,7
223 HOWARD AVENUE,BK,7
43-20 214 PLACE,QN,6
42-27 213 STREET,QN,4
42-20 BELL BOULEVARD,QN,3
25-88 41 STREET,QN,4
327 HERKIMER STREET,BK,8
189 ST GEORGES CRESCENT,BX,9
81-05 135 STREET,QN,4
337 HERKIMER STREET,BK,8
234 EAST 203 STREET,BX,21
139-72 PERSHING CRESCENT,QN,8
108-34 53 AVENUE,QN,3
139-70 PERSHING CRESCENT,QN,8
141-04 PERSHING CRESCENT,QN,8
141-02 PERSHING CRESCENT,QN,8
84-48 LANDER STREET,QN,3
141-44 84 ROAD,QN,8
141-33 PERSHING CRESCENT,QN,8
141-35 PERSHING CRESCENT,QN,8
141-39 PERSHING CRESCENT,QN,6
141-36 84 ROAD,QN,8
141-37 PERSHING CRESCENT,QN,8
141-42 84 ROAD,QN,8
 AMBOY STREET,BK,9
2097 DAVIDSON AVENUE,BX,10
1757 BROOKLYN AVENUE,BK,8
1755 BROOKLYN AVENUE,BK,8
25-36 38 STREET,QN,8
25-60 38 STREET,QN,8
2002 MAPES AVENUE,BX,3
1492 BRYANT AVENUE,BX,11
1117 HOE AVENUE,BX,12
25-76 36 STREET,QN,6
25-77 36 STREET,QN,7
25-34 36 STREET,QN,8
368 EAST 194TH STREET,BX,10
364 EAST 194TH STREET,BX,10
1252 EAST 19 STREET,BK,8
6422 BAY PARKWAY,BK,8
28-25 STEINWAY STREET,QN,6
2377 HOFFMAN STREET,BX,8
2369 HOFFMAN STREET,BX,8
30-60 36 STREET,QN,8
170 COVERT STREET,BK,4
1122 INTERVALE AVENUE,BX,8
1175 REV JAMES POLITE AVE,BX,45
1179 REV JAMES POLITE AVE,BX,45
1177 REV JAMES POLITE AVE,BX,45
2119 BATHGATE AVENUE,BX,12
1389 EAST 18 STREET,BK,9
2537 OCEAN AVENUE,BK,10
903 HOME STREET,BX,8
 HOFFMAN STREET,BX,3
1721 EAST 18 STREET,BK,3
 HOME STREET,BX,11
872 HOME STREET,BX,11
2229 BELMONT AVENUE,BX,8
1014 BANNER AVENUE,BK,8
665 EAST 183 STREET,BX,11
2230 ADAMS PLACE,BX,8
1230 FRANKLIN AVENUE,BX,8
797 FAIRMOUNT PLACE,BX,6
2110 HUGHES AVENUE,BX,8
1424 VYSE AVENUE,BX,10
2072 CROTONA AVENUE,BX,8
813 ELSMERE PLACE,BX,10
 CLAY AVENUE,BX,8
143 POWERS STREET,BK,6
650 METROPOLITAN AVENUE,BK,8
630 METROPOLITAN AVENUE,BK,10
196 POWERS STREET,BK,4
250 MANHATTAN AVENUE,BK,7
29 HOPE STREET,BK,8
25 HOPE STREET,BK,8
27 HOPE STREET,BK,8
1988 MARMION AVENUE,BX,4
1984 MARMION AVENUE,BX,4
1986 MARMION AVENUE,BX,4
1989 SOUTHERN BOULEVARD,BX,4
306 BEDFORD AVENUE,BK,4
257 GRAND STREET,BK,3
310 BEDFORD AVENUE,BK,4
81 INDIA STREET,BK,6
145 NORTH 9 STREET,BK,8
2365 HOFFMAN STREET,BX,8
164 KINGSLAND AVENUE,BK,8
1431 VYSE AVENUE,BX,12
602 MANHATTAN AVENUE,BK,8
1225 UNION AVENUE,BX,8
1170 UNION AVENUE,BX,7
1168 UNION AVENUE,BX,8
857 60 STREET,BK,9
818 60 STREET,BK,8
205 TROY AVENUE,BK,3
211 TROY AVENUE,BK,7
209 TROY AVENUE,BK,9
213 TROY AVENUE,BK,8
317 HUMBOLDT STREET,BK,7
183 DEVOE STREET,BK,7
187 DEVOE STREET,BK,4
196 DEVOE ST,BK,7
355 HUMBOLDT STREET,BK,5
292 POWERS STREET,BK,8
36-22 31 STREET,QN,10
3547 CARLISLE PLACE,BX,8
125 BOERUM STREET,BK,7
126 BOERUM STREET,BK,8
124 BOERUM STREET,BK,8
189 JOHNSON AVENUE,BK,8
193 JOHNSON AVENUE,BK,8
120 BOERUM STREET,BK,8
118 BOERUM STREET,BK,8
2842 WEST 15 STREET,BK,11
676 BROADWAY,BK,3
76 BARTLETT STREET,BK,7
678 BROADWAY,BK,3
402 UNION AVENUE,BK,5
40 LEE AVENUE,BK,3
50 INDIA STREET,BK,8
69 JAVA STREET,BK,7
230 BOERUM STREET,BK,8
194 AINSLIE STREET,BK,7
85 POWERS STREET,BK,6
83 POWERS STREET,BK,4
438 UNION AVENUE,BK,13
156 BEACH 97 STREET,QN,3
160 BEACH 97 STREET,QN,3
162 BEACH 97 STREET,QN,3
164 BEACH 97 STREET,QN,3
158 BEACH 97 STREET,QN,3
350 HOOPER STREET,BK,4
101 DOUGLASS STREET,BK,3
1668 BROADWAY,BK,3
191 WITHERS STREET,BK,6
161 JACKSON STREET,BK,4
181 WITHERS STREET,BK,6
108 JACKSON STREET,BK,36
207 WYCKOFF STREET,BK,3
637 MASDISON STREET,BK,8
621 MADISON STREET,BK,7
643 MADISON STREET,BK,6
392 ATLANTIC AVENUE,BK,6
702 HANCOCK STREET,BK,8
142 FROST STREET,BK,6
155 WITHERS STREET,BK,7
150 RICHARDSON STREET,BK,8
28 BROOME STREET,BK,5
200 WITHERS STREET,BK,8
205 FROST STREET,BK,8
478 UNION AVENUE,BK,8
37 CONSELYEA STREET,BK,8
31 CONSELYEA STREET,BK,8
30 SKILLMAN AVENUE,BK,7
5708 7 AVENUE,BK,12
49-16 11 STREET,QN,10
67 NORTH HENRY STREET,BK,8
221 SPENCER STREET,BK,8
957 BEDFORD AVENUE,BK,8
233 DEVOE STREET,BK,7
259 AINSLIE STREET,BK,8
518 MEEKER AVENUE,BK,10
170 WEST STREET,BK,10
254 NORTH 6 STREET,BK,3
127 BEDFORD AVENUE,BK,6
178 NORTH 10 STREET,BK,6
185 WOODPOINT ROAD,BK,4
221 NORTH 11 STREET,BK,4
215 NORTH 11 STREET,BK,4
215 NORTH 7 STREET,BK,5
236 NORTH 7 STREET,BK,8
829 JEFFERSON AVENUE,BK,7
827 JEFFERSON AVENUE,BK,7
475 HERKIMER STREET,BK,8
519 HERKIMER STREET,BK,8
511 HERKIMER ST,BK,8
113-16 76 ROAD,QN,9
76-16 GRAND CENTRAL PKWY,QN,8
76-22 GRAND CENTRAL PKWY,QN,8
76-18 GRAND CENTRAL PKWY,QN,8
76-21 113 STREET,QN,4
261 UNION AVENUE,BK,6
48 BOX STREET,BK,6
62 BOX STREET,BK,6
1846 PARK PLACE,BK,7
3204 CRUGER AVENUE,BX,8
3206 CRUGER AVENUE,BX,8
238 AVENUE Z,BK,3
238 AINSLIE STREET,BK,7
223 MANHATTAN AVENUE,BK,10
167 TOMPKINS AVENUE,BK,3
207 WALLABOUT STREET,BK,4
653 MARCY AVENUE,BK,4
94 HART STREET,BK,8
383 WILLOUGHBY AVENUE,BK,3
687 MYRTLE AVENUE,BK,6
262 KEAP STREET,BK,3
264 DEVOE STREET,BK,8
242 DEVOE STREET,BK,8
213 MAUJER STREET,BK,7
738 GRAND STREET,BK,10
41 CLAVER PLACE,BK,3
370 MYRTLE AVENUE,BK,3
198 CLIFTON PLACE,BK,8
200 CLIFTON PLACE,BK,8
344 WILLOUGHBY AVENUE,BK,5
135 BOERUM STREET,BK,5
188 PULASKI STREET,BK,6
162 MONROE STREET,BK,4
175 28 AVENUE,BK,3
217 BAY 49TH STREET,BK,6
976 MYRTLE AVENUE,BK,8
233 LEE AVENUE,BK,8
78 MIDDLETON STREET,BK,5
387 MARCY AVENUE,BK,4
29 LORIMER STREET,BK,4
49 LORIMER STREET,BK,4
74 MIDDLETON STREET,BK,4
31 LORIMER STREET,BK,4
39 LORIMER STREET,BK,4
398 MARCY AVENUE,BK,6
43 LORIMER STREET,BK,4
47 LORIMER STREET,BK,4
52 MIDDLETON STREET,BK,4
60 MIDDLETON STREET,BK,4
57 GRAHAM AVENUE,BK,8
91 VARET STREET,BK,8
103 VARET STREET,BK,8
239 MELROSE STREET,BK,4
596 METROPOLITAN AVENUE,BK,12
30 HOPE STREET,BK,7
161 ROEBLING STREET,BK,7
675 MARCY AVENUE,BK,10
93 WAVERLY AVENUE,BK,7
401 BERRY STREET,BK,4
15 JUDGE STREET,BK,8
894 METROPOLITAN AVENUE,BK,5
898 METROPOLITAN AVENUE,BK,8
25-22 HOYT AVENUE SOUTH,QN,8
176 JACKSON STREET,BK,7
172 SKILLMAN AVENUE,BK,8
180 WOODPOINT ROAD,BK,8
174 JACKSON STREET,BK,8
180A CONSELYEA STREET,BK,7
836 BEDFORD AVENUE,BK,9
25-63 36 STREET,QN,7
103 FREEMAN STREET,BK,8
1037 MANHATTAN AVENUE,BK,10
141 GREEN STREET,BK,6
151 GREEN STREET,BK,8
217 FRANKLIN STREET,BK,6
229 SKILLMAN STREET,BK,3
689 LEONARD STREET,BK,6
172 MESEROLE STREET,BK,8
185 GRAHAM AVENUE,BK,4
199 HUMBOLDT STREET,BK,8
422 49 STREET,BK,8
193 CLERMONT AVENUE,BK,3
444 STATE STREET,BK,8
726 SNEDIKER AVENUE,BK,10
140 MIDDLETON STREET,BK,4
105 LORIMER STREET,BK,4
116 HARRISON AVENUE,BK,4
145 MIDDLETON STREET,BK,3
89 HARRISON AVENUE,BK,6
114 HARRISON AVENUE,BK,5
26 FAYETTE STREET,BK,6
28 FAYETTE STREET,BK,6
545 VANDALIA AVENUE,BK,3
549 VANDALIA AVENUE,BK,3
326 BOND STREET,BK,7
187 18 STREET,BK,7
603 4 AVENUE,BK,6
722 SNEDIKER AVENUE,BK,10
190 22 STREET,BK,7
194 22 STREET,BK,7
200 23 STREET,BK,4
289 DEVOE ST,BK,7
291 DEVOE STREET,BK,8
58 NORTH 3 STREET,BK,4
74 JACKSON STREET,BK,6
454 PROSPECT AVENUE,BK,3
179 GATES AVENUE,BK,4
549 61 STREET,BK,5
85-19 57 AVENUE,QN,3
85-05A 57 AVENUE,QN,6
85-17 57 AVENUE,QN,3
85-13 57 AVENUE,QN,3
85-03 57 AVENUE,QN,6
85-07 57 AVENUE,QN,6
52-11 VAN LOON STREET,QN,3
84-08 QUEENS BOULEVARD,QN,3
37 CARROLL STREET,BK,4
39 CARROLL STREET,BK,4
869 45 STREET,BK,6
867 45 STREET,BK,6
84-24 57 ROAD,QN,4
57-33 VAN HORN STREET,QN,3
58-09 VAN HORN STREET,QN,4
84-77 57 ROAD,QN,3
57-34 HOFFMAN DRIVE,QN,4
87-19 58 AVENUE,QN,4
57-32 HOFFMAN DRIVE,QN,4
58-09 SEABURY STREET,QN,8
71-02 162 STREET,QN,3
137 JAVA STREET,BK,8
461 VANDALIA AVENUE,BK,8
182 HURON STREET,BK,8
142 MANHATTAN AVENUE,BK,8
143 MESEROLE STREET,BK,10
352 SOUTH 1 STREET,BK,8
720 SNEDIKER AVENUE,BK,10
55 GRAND STREET,BK,3
164 GRAND STREET,BK,8
166 LIVONIA AVENUE,BK,10
901 HERKIMER STREET,BK,6
897 HERKIMER STREET,BK,7
916 HERKIMER STREET,BK,6
2039 57 STREET,BK,3
983 EAST 12 STREET,BK,4
140-30 34 AVENUE,QN,3
140-30A 34 AVENUE,QN,3
140-28A 34 AVENUE,QN,3
2086 BATHGATE AVENUE,BX,8
 WEBB AVENUE,BX,4
42-29 213 STREET,QN,4
84-23 LANDER STREET,QN,9
84-27 LANDER STREET,QN,9
 BROOKLYN AVENUE,BK,9
 BROOKLYN AVENUE,BK,9
141-13 85 ROAD,QN,8
141-27 84 DRIVE,QN,10
1135 ST MARKS AVENUE,BK,8
1137 ST MARKS AVENUE,BK,8
1082 HALL PLACE,BX,8
1032 REV JAMES POLITE AVE,BX,10
2754 CRESTON AVENUE,BX,22
1167 VYSE AVENUE,BX,10
1333 EAST 14 STREET,BK,4
1409 BRYANT AVENUE,BX,9
2196 WALTON AVENUE,BX,4
1822 MOHEGAN AVENUE,BX,4
1340 PROSPECT AVENUE,BX,8
1342 PROSPECT AVENUE,BX,4
757 58 STREET,BK,3
1489 BROOKLYN AVENUE,BK,8
1487 BROOKLYN AVENUE,BK,8
3512 FARRAGUT ROAD,BK,8
2462 BELMONT AVENUE,BX,8
1987 SOUTHERN BOULEVARD,BX,4
1985 SOUTHERN BOULEVARD,BX,4
1980 MARMION AVENUE,BX,4
1983 SOUTHERN BOULEVARD,BX,4
1982 MARMION AVENUE,BX,4
1981 SOUTHERN BOULEVARD,BX,4
863 FAIRMOUNT PLACE,BX,8
765 HOME STREET,BX,8
1147 VYSE AVENUE,BX,10
1322 CLINTON AVENUE,BX,8
2250 BASSFORD AVENUE,BX,10
3430 3 AVENUE,BX,11
3180B VILLA AVENUE,BX,8
1752 MONROE AVENUE,BX,8
904 KENT AVENUE,BK,7
652 MYRTLE AVENUE,BK,6
188 FRANKLIN AVENUE,BK,3
662 MYRTLE AVENUE,BK,5
658 MYRTLE AVENUE,BK,6
622 MYRTLE AVENUE,BK,6
1319 PROSPECT AVENUE,BX,7
1319 PROSPECT AVENUE,BX,7
171 EAGLE STREET,BK,5
167 EAGLE STREET,BK,7
114 CLAY STREET,BK,6
46-40 VERNON BOULEVARD,QN,8
667 GRAND STREET,BK,6
312 KEAP STREET,BK,7
315 DIVISION AVENUE,BK,4
42-43 27TH STREET,QN,8
43 MAUJER STREET,BK,7
45 MAUJER STREET,BK,7
214-18 41 AVENUE,QN,5
37 TEN EYCK STREET,BK,6
491 MONROE STREET,BK,6
1729 EAST 16 STREET,BK,4
185 INDIA STREET,BK,8
184 INDIA STREET,BK,10
189 HURON STREET,BK,8
175 HURON STREET,BK,7
190 FREEMAN STREET,BK,8
169 HURON STREET,BK,10
244 UNION AVENUE,BK,9
7 STAGG STREET,BK,4
16 MESEROLE STREET,BK,7
25 DEVOE STREET,BK,5
57 ORIENT AVENUE,BK,8
59 ORIENT AVENUE,BK,8
136 AINSLIE STREET,BK,3
218 LEE AVENUE,BK,4
228 LEE AVENUE,BK,4
95 LYNCH STREET,BK,3
183 AINSLIE STREET,BK,8
20 MONITOR STREET,BK,13
95 KINGSLAND AVENUE,BK,7
22 MONITOR STREET,BK,8
755 HART STREET,BK,3
324 MELROSE STREET,BK,8
225 TROUTMAN STREET,BK,3
90 MOORE STREET,BK,6
94 GRAHAM AVENUE,BK,6
116 SEIGEL STREET,BK,4
118A SEIGEL STREET,BK,4
114 SEIGEL STREET,BK,8
79 POWERS STREET,BK,7
81 POWERS STREET,BK,7
739 GRAND STREET,BK,6
214 MONTROSE AVENUE,BK,3
207 MONTROSE AVENUE,BK,8
294 AINSLIE STREET,BK,8
227 MAUJER STREET,BK,8
67-13 AUSTIN STREET,QN,8
67-11 AUSTIN STREET,QN,8
67-15 AUSTIN STREET,QN,8
171 NORTH 7 STREET,BK,8
472 UNION AVENUE,BK,3
14 CONSELYEA STREET,BK,4
11 CONSELYEA ST,BK,6
33 CONSELYEA STREET,BK,5
34 CONSELYEA STREET,BK,4
476 UNION AVENUE,BK,9
71 COOPER STREET,BK,8
714 JEFFERSON AVENUE,BK,7
728 MADISON STREET,BK,4
61 HERBERT STREET,BK,8
21 NORTH HENRY STREET,BK,6
19 LEFFERTS PLACE,BK,4
172 BAYARD STREET,BK,5
170 BAYARD STREET,BK,5
171 BAYARD STREET,BK,6
173 BAYARD STREET,BK,6
76 NORTH HENRY STREET,BK,6
632 LORIMER STREET,BK,6
63 SKILLMAN AVENUE,BK,7
630 LORIMER STREET,BK,6
211 JACKSON STREET,BK,7
222 WITHERS STREET,BK,6
30 ORIENT AVENUE,BK,8
449 HUMBOLDT STREET,BK,7
218 FROST STREET,BK,8
184 FROST STREET,BK,8
158 FREEMAN STREET,BK,4
95 EAGLE STREET,BK,6
128 EAGLE STREET,BK,6
152 FREEMAN STREET,BK,5
231 FRANKLIN AVENUE,BK,8
301 GRAND STREET,BK,7
99 HAVEMEYER STREET,BK,6
500 LEONARD STREET,BK,8
319 HUMBOLDT STREET,BK,8
292 AINSLIE STREET,BK,6
171 DEVOE ST,BK,6
22 HAVEMEYER STREET,BK,5
10 HAVEMEYER STREET,BK,6
296 NORTH 7 STREET,BK,8
295 NORTH 7 STREET,BK,7
35 HAVEMEYER STREET,BK,8
442 HUMBOLDT STREET,BK,8
202 WITHERS STREET,BK,7
444 HUMBOLDT STREET,BK,6
210 JACKSON STREET,BK,5
220 WITHERS STREET,BK,6
307 COOPER STREET,BK,7
5-37 51 AVENUE,QN,5
5-11 50 AVENUE,QN,4
4-83 48 AVENUE,QN,8
21-26 45TH ROAD,QN,6
99 LOTT AVE,BK,9
548 LAFAYETTE AVENUE,BK,8
83 HUMBOLDT STREET,BK,10
118 SEIGEL STREET,BK,4
120 SEIGEL STREET,BK,4
106 SEIGEL STREET,BK,4
97 MOORE STREET,BK,6
109 MOORE STREET,BK,6
33 VAN BUREN STREET,BK,42
39 VAN BUREN STREET,BK,42
743 LAFAYETTE AVENUE,BK,8
739 LAFAYETTE AVENUE,BK,7
735 LAFAYETTE AVENUE,BK,7
275 SKILLMAN STREET,BK,5
506 DEKALB AVENUE,BK,8
104 SEIGEL STREET,BK,4
111 MOORE STREET,BK,6
626A GREENE STREET,BK,6
405 QUINCY STREET,BK,6
206 MIDDLETON STREET,BK,5
208 MESEROLE STREET,BK,7
206 MESEROLE STREET,BK,7
194 MESEROLE STREET,BK,8
142 MIDDLETON STREET,BK,4
162 SOUTH 3 STREET,BK,7
126 SOUTH 2ND STREET,BK,3
133 SOUTH 1 STREET,BK,6
93 SOUTH 3 STREET,BK,7
97 SOUTH 3 STREET,BK,7
543 MARCY AVENUE,BK,8
